dt,cos,sin,angle,angular_velocity
0.010,-0.998474,0.055225,3.086339,0.449014
0.011,-0.998717,0.050630,3.090941,0.433287
0.010,-0.999321,0.036837,3.104747,1.380543
0.010,-0.999618,0.027638,3.113951,0.920286
0.011,-0.999735,0.023038,3.118553,0.433164
0.010,-0.999904,0.013835,3.127757,0.920286
0.011,-0.999970,0.007700,3.133893,0.577225
0.010,-0.999999,-0.001504,-3.140089,0.920292
0.011,-0.999925,-0.012242,-3.129351,1.010891
0.010,-0.999770,-0.021444,-3.120147,0.882834
0.011,-0.999530,-0.030645,-3.110943,0.870828
0.010,-0.999323,-0.036777,-3.104807,0.613406
0.011,-0.998943,-0.045973,-3.095603,0.866075
0.011,-0.998391,-0.056697,-3.084865,1.010416
0.011,-0.998120,-0.061291,-3.080263,0.433205
0.011,-0.997514,-0.070475,-3.071059,0.866891
0.010,-0.997062,-0.076594,-3.064924,0.613345
0.011,-0.996699,-0.081182,-3.060322,0.433409
0.010,-0.996446,-0.084239,-3.057254,0.306796
0.010,-0.996182,-0.087296,-3.054186,0.298993
0.011,-0.995910,-0.090352,-3.051118,0.288886
0.011,-0.995337,-0.096461,-3.044982,0.577660
0.011,-0.995337,-0.096461,-3.044982,0.000000
0.011,-0.995337,-0.096461,-3.044982,0.000000
0.010,-0.995337,-0.096461,-3.044982,0.000000
0.010,-0.995484,-0.094934,-3.046516,-0.153337
0.011,-0.995484,-0.094934,-3.046516,0.000000
0.010,-0.995770,-0.091879,-3.049584,-0.306796
0.011,-0.996182,-0.087296,-3.054186,-0.433328
0.010,-0.996574,-0.082710,-3.058788,-0.443475
0.011,-0.996944,-0.078123,-3.063390,-0.433165
0.011,-0.997293,-0.073535,-3.067991,-0.433205
0.010,-0.997514,-0.070475,-3.071059,-0.306644
0.011,-0.998303,-0.058228,-3.083331,-1.154537
0.010,-0.998642,-0.052102,-3.089467,-0.613467
0.011,-0.998871,-0.047506,-3.094069,-0.433491
0.011,-0.999323,-0.036777,-3.104807,-1.010036
0.011,-0.999661,-0.026045,-3.115545,-1.011558
0.010,-0.999858,-0.016843,-3.124749,-0.897842
0.010,-0.999925,-0.012242,-3.129351,-0.459986
0.011,-0.999995,-0.003038,-3.138555,-0.865831
0.011,-0.999970,0.007700,3.133893,-1.011659
0.010,-0.999904,0.013835,3.127757,-0.613590
0.010,-0.999698,0.024571,3.117019,-1.073339
0.011,-0.999618,0.027638,3.113951,-0.288804
0.010,-0.999204,0.039903,3.101679,-1.227035
0.010,-0.998940,0.046033,3.095543,-0.613590
0.010,-0.998557,0.053694,3.087873,-0.766985
0.010,-0.998557,0.053694,3.087873,0.000000
0.010,-0.997823,0.065943,3.075601,-1.227034
0.011,-0.997288,0.073595,3.067931,-0.721868
0.010,-0.997288,0.073595,3.067931,0.000000
0.011,-0.996939,0.078183,3.063329,-0.433450
0.010,-0.996569,0.082770,3.058728,-0.460056
0.011,-0.996441,0.084299,3.057194,-0.144402
0.010,-0.996177,0.087356,3.054126,-0.306551
0.011,-0.995905,0.090411,3.051058,-0.288913
0.010,-0.996042,0.088884,3.052592,0.153383
0.010,-0.996310,0.085827,3.055660,0.299460
0.010,-0.996310,0.085827,3.055660,0.000000
0.011,-0.996441,0.084299,3.057194,0.144511
0.010,-0.996694,0.081242,3.060261,0.306643
0.010,-0.997058,0.076654,3.064863,0.460194
0.010,-0.996939,0.078183,3.063329,-0.153322
0.011,-0.997721,0.067474,3.074067,1.011368
0.011,-0.997923,0.064413,3.077135,0.288913
0.010,-0.998116,0.061351,3.080203,0.306643
0.011,-0.998794,0.049098,3.092475,1.110549
0.011,-0.998868,0.047566,3.094009,0.145071
0.011,-0.999430,0.033771,3.107815,1.299212
0.011,-0.999528,0.030705,3.110883,0.288722
0.011,-0.999830,0.018437,3.123155,1.155842
0.010,-0.999942,0.010768,3.130825,0.766602
0.011,-0.999989,0.004632,3.136961,0.577225
0.011,-0.999995,-0.003038,-3.138555,0.722078
0.010,-0.999925,-0.012242,-3.129351,0.920378
0.011,-0.999770,-0.021444,-3.120147,0.866297
0.010,-0.999530,-0.030645,-3.110943,0.898543
0.010,-0.999206,-0.039843,-3.101739,0.920286
0.010,-0.999012,-0.044441,-3.097137,0.460102
0.011,-0.998561,-0.053634,-3.087933,0.866564
0.010,-0.998213,-0.059760,-3.081797,0.613529
0.010,-0.997827,-0.065883,-3.075661,0.613407
0.011,-0.997293,-0.073535,-3.067991,0.721868
0.010,-0.997293,-0.073535,-3.067991,0.000000
0.011,-0.996699,-0.081182,-3.060322,0.722344
0.010,-0.996574,-0.082710,-3.058788,0.153399
0.010,-0.996446,-0.084239,-3.057254,0.147797
0.011,-0.995910,-0.090352,-3.051118,0.577932
0.010,-0.995910,-0.090352,-3.051118,0.000000
0.011,-0.995910,-0.090352,-3.051118,0.000000
0.011,-0.995770,-0.091879,-3.049584,0.144443
0.011,-0.995770,-0.091879,-3.049584,0.000000
0.010,-0.995770,-0.091879,-3.049584,0.000000
0.010,-0.996315,-0.085768,-3.055720,-0.613345
0.011,-0.996446,-0.084239,-3.057254,-0.144443
0.010,-0.996699,-0.081182,-3.060322,-0.300339
0.010,-0.996944,-0.078123,-3.063390,-0.305513
0.011,-0.997514,-0.070475,-3.071059,-0.722004
0.011,-0.997827,-0.065883,-3.075661,-0.433083
0.011,-0.998391,-0.056697,-3.084865,-0.866891
0.010,-0.998642,-0.052102,-3.089467,-0.460102
0.011,-0.998943,-0.045973,-3.095603,-0.577877
0.010,-0.999379,-0.035244,-3.106341,-1.073447
0.011,-0.999620,-0.027578,-3.114011,-0.721936
0.010,-0.999770,-0.021444,-3.120147,-0.613590
0.010,-0.999883,-0.015309,-3.126283,-0.591446
0.010,-0.999958,-0.009174,-3.132419,-0.613406
0.011,-0.999999,0.001564,3.140029,-1.010707
0.011,-0.999989,0.004632,3.136961,-0.288750
0.010,-0.999735,0.023038,3.118553,-1.840494
0.011,-0.999574,0.029172,3.112417,-0.577768
0.010,-0.999480,0.032238,3.109349,-0.306521
0.011,-0.999141,0.041436,3.100145,-0.866891
0.010,-0.999009,0.044501,3.097077,-0.306766
0.011,-0.998474,0.055225,3.086339,-1.010797
0.010,-0.998300,0.058288,3.083271,-0.299314
0.011,-0.997721,0.067474,3.074067,-0.866238
0.011,-0.997616,0.069004,3.072533,-0.144402
0.010,-0.997174,0.075124,3.066397,-0.613591
0.011,-0.997058,0.076654,3.064863,-0.144375
0.010,-0.996569,0.082770,3.058728,-0.613038
0.011,-0.996818,0.079713,3.061795,0.288913
0.011,-0.996694,0.081242,3.060261,-0.144388
0.011,-0.996441,0.084299,3.057194,-0.288967
0.010,-0.996177,0.087356,3.054126,-0.295622
0.010,-0.996694,0.081242,3.060261,0.613345
0.010,-0.996694,0.081242,3.060261,0.000000
0.011,-0.996818,0.079713,3.061795,0.144538
0.010,-0.997400,0.072065,3.069465,0.766602
0.011,-0.997288,0.073595,3.067931,-0.144362
0.011,-0.997509,0.070535,3.070999,0.288858
0.011,-0.998116,0.061351,3.080203,0.865587
0.011,-0.998557,0.053694,3.087873,0.722344
0.010,-0.998868,0.047566,3.094009,0.613467
0.010,-0.999009,0.044501,3.097077,0.299431
0.011,-0.999321,0.036837,3.104747,0.721936
0.010,-0.999618,0.027638,3.113951,0.920286
0.010,-0.999830,0.018437,3.123155,0.920102
0.011,-0.999924,0.012302,3.129291,0.577388
0.011,-0.999989,0.004632,3.136961,0.722344
0.010,-1.000000,0.000030,3.141563,0.460194
0.010,-0.999971,-0.007640,-3.133953,0.766915
0.010,-0.999905,-0.013776,-3.127817,0.613529
0.011,-0.999620,-0.027578,-3.114011,1.299679
0.010,-0.999530,-0.030645,-3.110943,0.295736
0.011,-0.999266,-0.038310,-3.103273,0.721393
0.010,-0.998871,-0.047506,-3.094069,0.920010
0.011,-0.998561,-0.053634,-3.087933,0.578095
0.011,-0.998213,-0.059760,-3.081797,0.577768
0.010,-0.997621,-0.068944,-3.072593,0.919918
0.011,-0.997725,-0.067414,-3.074127,-0.144416
0.010,-0.997404,-0.072005,-3.069525,0.460148
0.011,-0.996944,-0.078123,-3.063390,0.577170
0.010,-0.996699,-0.081182,-3.060322,0.299343
0.011,-0.996699,-0.081182,-3.060322,0.000000
0.010,-0.996047,-0.088824,-3.052652,0.766449
0.011,-0.996182,-0.087296,-3.054186,-0.144470
0.011,-0.996182,-0.087296,-3.054186,0.000000
0.011,-0.996315,-0.085768,-3.055720,-0.144321
0.011,-0.996182,-0.087296,-3.054186,0.144443
0.010,-0.996699,-0.081182,-3.060322,-0.613591
0.010,-0.996944,-0.078123,-3.063390,-0.306735
0.011,-0.997062,-0.076594,-3.064924,-0.144443
0.010,-0.997062,-0.076594,-3.064924,0.000000
0.011,-0.997927,-0.064353,-3.077195,-1.154536
0.011,-0.998025,-0.062822,-3.078729,-0.144416
0.010,-0.998477,-0.055165,-3.086399,-0.766755
0.010,-0.998721,-0.050570,-3.091001,-0.460056
0.011,-0.998943,-0.045973,-3.095603,-0.433491
0.010,-0.999323,-0.036777,-3.104807,-0.919550
0.011,-0.999620,-0.027578,-3.114011,-0.866973
0.010,-0.999858,-0.016843,-3.124749,-1.073340
0.010,-0.999905,-0.013776,-3.127817,-0.306711
0.010,-0.999971,-0.007640,-3.133953,-0.599092
0.010,-0.999999,0.001564,3.140029,-0.920016
0.011,-0.999942,0.010768,3.130825,-0.866238
0.010,-0.999830,0.018437,3.123155,-0.766832
0.011,-0.999801,0.019970,3.121621,-0.144389
0.010,-0.999528,0.030705,3.110883,-1.073447
0.011,-0.999321,0.036837,3.104747,-0.577877
0.011,-0.999009,0.044501,3.097077,-0.721868
0.010,-0.998717,0.050630,3.090941,-0.613529
0.010,-0.998474,0.055225,3.086339,-0.443261
0.011,-0.998021,0.062882,3.078669,-0.722548
0.010,-0.997616,0.069004,3.072533,-0.613590
0.010,-0.997509,0.070535,3.070999,-0.153368
0.011,-0.997400,0.072065,3.069465,-0.144402
0.011,-0.997058,0.076654,3.064863,-0.433287
0.010,-0.996939,0.078183,3.063329,-0.153276
0.010,-0.996939,0.078183,3.063329,0.000000
0.011,-0.996694,0.081242,3.060261,-0.288995
0.010,-0.996939,0.078183,3.063329,0.306613
0.010,-0.997058,0.076654,3.064863,0.149730
0.011,-0.996694,0.081242,3.060261,-0.433205
0.010,-0.997288,0.073595,3.067931,0.766908
0.010,-0.997288,0.073595,3.067931,0.000000
0.011,-0.997616,0.069004,3.072533,0.433410
0.010,-0.997721,0.067474,3.074067,0.153352
0.010,-0.998116,0.061351,3.080203,0.613590
0.010,-0.998388,0.056757,3.084805,0.459872
0.011,-0.998717,0.050630,3.090941,0.577823
0.011,-0.999141,0.041436,3.100145,0.866401
0.010,-0.999204,0.039903,3.101679,0.147811
0.011,-0.999480,0.032238,3.109349,0.722208
0.011,-0.999698,0.024571,3.117019,0.721868
0.010,-0.999857,0.016903,3.124689,0.766832
0.010,-0.999942,0.010768,3.130825,0.613529
0.011,-0.999995,0.003098,3.138495,0.722004
0.010,-0.999981,-0.006106,-3.135487,0.920200
0.010,-0.999958,-0.009174,-3.132419,0.306797
0.010,-0.999858,-0.016843,-3.124749,0.766961
0.010,-0.999576,-0.029111,-3.112477,1.227035
0.010,-0.999432,-0.033711,-3.107875,0.454872
0.010,-0.999266,-0.038310,-3.103273,0.459734
0.011,-0.998943,-0.045973,-3.095603,0.722480
0.011,-0.998561,-0.053634,-3.087933,0.721936
0.010,-0.998391,-0.056697,-3.084865,0.306766
0.010,-0.997827,-0.065883,-3.075661,0.920378
0.010,-0.997725,-0.067414,-3.074127,0.153291
0.011,-0.997514,-0.070475,-3.071059,0.288831
0.010,-0.997062,-0.076594,-3.064924,0.613467
0.010,-0.996944,-0.078123,-3.063390,0.149628
0.011,-0.996944,-0.078123,-3.063390,0.000000
0.011,-0.996446,-0.084239,-3.057254,0.577279
0.011,-0.996574,-0.082710,-3.058788,-0.144361
0.011,-0.996699,-0.081182,-3.060322,-0.144375
0.011,-0.996574,-0.082710,-3.058788,0.144457
0.010,-0.996699,-0.081182,-3.060322,-0.153383
0.011,-0.996944,-0.078123,-3.063390,-0.288586
0.011,-0.997179,-0.075064,-3.066458,-0.288967
0.010,-0.997404,-0.072005,-3.069525,-0.306521
0.010,-0.997725,-0.067414,-3.074127,-0.449540
0.010,-0.997827,-0.065883,-3.075661,-0.153399
0.010,-0.998120,-0.061291,-3.080263,-0.460194
0.010,-0.998477,-0.055165,-3.086399,-0.613468
0.011,-0.998797,-0.049038,-3.092535,-0.577605
0.010,-0.999206,-0.039843,-3.101739,-0.920286
0.010,-0.999323,-0.036777,-3.104807,-0.306674
0.010,-0.999661,-0.026045,-3.115545,-1.073769
0.011,-0.999770,-0.021444,-3.120147,-0.433328
0.011,-0.999925,-0.012242,-3.129351,-0.865808
0.010,-0.999995,-0.003038,-3.138555,-0.898105
0.011,-0.999999,0.001564,3.140029,-0.433374
0.010,-0.999970,0.007700,3.133893,-0.613222
0.011,-0.999882,0.015369,3.126223,-0.721936
0.011,-0.999830,0.018437,3.123155,-0.288886
0.011,-0.999618,0.027638,3.113951,-0.866238
0.011,-0.999321,0.036837,3.104747,-0.866401
0.010,-0.999141,0.041436,3.100145,-0.460010
0.011,-0.998868,0.047566,3.094009,-0.577769
0.010,-0.998388,0.056757,3.084805,-0.887197
0.010,-0.998300,0.058288,3.083271,-0.153368
0.011,-0.997721,0.067474,3.074067,-0.866156
0.011,-0.997721,0.067474,3.074067,0.000000
0.010,-0.997509,0.070535,3.070999,-0.306797
0.011,-0.997509,0.070535,3.070999,0.000000
0.010,-0.997288,0.073595,3.067931,-0.306766
0.010,-0.997174,0.075124,3.066397,-0.153322
0.011,-0.997058,0.076654,3.064863,-0.144524
0.010,-0.997058,0.076654,3.064863,0.000000
0.010,-0.996939,0.078183,3.063329,-0.149598
0.011,-0.997288,0.073595,3.067931,0.433327
0.010,-0.997400,0.072065,3.069465,0.153383
0.010,-0.997823,0.065943,3.075601,0.613529
0.011,-0.997823,0.065943,3.075601,0.000000
0.011,-0.998116,0.061351,3.080203,0.432838
0.011,-0.998300,0.058288,3.083271,0.288995
0.010,-0.998639,0.052162,3.089407,0.613284
0.011,-0.999009,0.044501,3.097077,0.721733
0.011,-0.999264,0.038370,3.103213,0.577932
0.010,-0.999480,0.032238,3.109349,0.590729
0.011,-0.999618,0.027638,3.113951,0.433736
0.010,-0.999801,0.019970,3.121621,0.766908
0.010,-0.999904,0.013835,3.127757,0.613406
0.011,-0.999989,0.004632,3.136961,0.866646
0.010,-1.000000,0.000030,3.141563,0.460194
0.011,-0.999943,-0.010708,-3.130885,1.010232
0.010,-0.999925,-0.012242,-3.129351,0.153383
0.011,-0.999802,-0.019910,-3.121681,0.722050
0.010,-0.999530,-0.030645,-3.110943,1.047273
0.010,-0.999432,-0.033711,-3.107875,0.306643
0.011,-0.999266,-0.038310,-3.103273,0.433695
0.010,-0.998871,-0.047506,-3.094069,0.920102
0.010,-0.998477,-0.055165,-3.086399,0.766908
0.011,-0.998213,-0.059760,-3.081797,0.432757
0.011,-0.997927,-0.064353,-3.077195,0.433491
0.011,-0.997827,-0.065883,-3.075661,0.144415
0.011,-0.997404,-0.072005,-3.069525,0.577606
0.010,-0.997179,-0.075064,-3.066458,0.306766
0.010,-0.997293,-0.073535,-3.067991,-0.147825
0.011,-0.996944,-0.078123,-3.063390,0.433123
0.010,-0.997062,-0.076594,-3.064924,-0.153383
0.011,-0.996944,-0.078123,-3.063390,0.144361
0.010,-0.997062,-0.076594,-3.064924,-0.153368
0.011,-0.996944,-0.078123,-3.063390,0.144497
0.010,-0.996944,-0.078123,-3.063390,0.000000
0.011,-0.997293,-0.073535,-3.067991,-0.433042
0.010,-0.997514,-0.070475,-3.071059,-0.306582
0.011,-0.998025,-0.062822,-3.078729,-0.722276
0.010,-0.998025,-0.062822,-3.078729,0.000000
0.011,-0.998213,-0.059760,-3.081797,-0.288695
0.010,-0.998642,-0.052102,-3.089467,-0.766295
0.011,-0.998721,-0.050570,-3.091001,-0.144525
0.010,-0.999079,-0.042908,-3.098671,-0.766908
0.010,-0.999266,-0.038310,-3.103273,-0.460148
0.010,-0.999530,-0.030645,-3.110943,-0.766831
0.011,-0.999770,-0.021444,-3.120147,-0.865994
0.011,-0.999883,-0.015309,-3.126283,-0.577964
0.010,-0.999958,-0.009174,-3.132419,-0.590729
0.011,-1.000000,0.000030,3.141563,-0.867224
0.011,-0.999989,0.004632,3.136961,-0.432920
0.011,-0.999924,0.012302,3.129291,-0.722480
0.010,-0.999801,0.019970,3.121621,-0.766678
0.011,-0.999698,0.024571,3.117019,-0.433124
0.010,-0.999321,0.036837,3.104747,-1.226544
0.011,-0.999377,0.035304,3.106281,0.144511
0.010,-0.999076,0.042968,3.098611,-0.766755
0.011,-0.998794,0.049098,3.092475,-0.577171
0.010,-0.998639,0.052162,3.089407,-0.299635
0.010,-0.998474,0.055225,3.086339,-0.306766
0.010,-0.998116,0.061351,3.080203,-0.613529
0.011,-0.997823,0.065943,3.075601,-0.433287
0.010,-0.997721,0.067474,3.074067,-0.153398
0.010,-0.997616,0.069004,3.072533,-0.153368
0.011,-0.997616,0.069004,3.072533,0.000000
0.011,-0.997616,0.069004,3.072533,0.000000
0.011,-0.997400,0.072065,3.069465,-0.288832
0.011,-0.997923,0.064413,3.077135,0.722276
0.010,-0.997509,0.070535,3.070999,-0.591413
0.010,-0.997288,0.073595,3.067931,-0.306796
0.010,-0.997509,0.070535,3.070999,0.306796
0.010,-0.998116,0.061351,3.080203,0.920286
0.011,-0.998021,0.062882,3.078669,-0.144442
0.011,-0.998388,0.056757,3.084805,0.577605
0.010,-0.998940,0.046033,3.095543,1.073340
0.011,-0.998868,0.047566,3.094009,-0.144334
0.011,-0.999264,0.038370,3.103213,0.866238
0.010,-0.999430,0.033771,3.107815,0.448882
0.011,-0.999528,0.030705,3.110883,0.289103
0.010,-0.999735,0.023038,3.118553,0.766602
0.011,-0.999857,0.016903,3.124689,0.577442
0.010,-0.999970,0.007700,3.133893,0.920010
0.011,-1.000000,0.000030,3.141563,0.721665
0.011,-0.999995,-0.003038,-3.138555,0.289137
0.010,-0.999925,-0.012242,-3.129351,0.919183
0.011,-0.999831,-0.018377,-3.123215,0.577964
0.011,-0.999770,-0.021444,-3.120147,0.288859
0.010,-0.999576,-0.029111,-3.112477,0.738978
0.011,-0.999323,-0.036777,-3.104807,0.721868
0.010,-0.999079,-0.042908,-3.098671,0.613590
0.011,-0.998871,-0.047506,-3.094069,0.433124
0.011,-0.998721,-0.050570,-3.091001,0.288886
0.011,-0.998391,-0.056697,-3.084865,0.577388
0.010,-0.998213,-0.059760,-3.081797,0.306796
0.010,-0.998025,-0.062822,-3.078729,0.306797
0.011,-0.997725,-0.067414,-3.074127,0.432839
0.011,-0.997514,-0.070475,-3.071059,0.289076
0.010,-0.997293,-0.073535,-3.067991,0.299226
0.010,-0.997725,-0.067414,-3.074127,-0.613590
0.010,-0.997514,-0.070475,-3.071059,0.306796
0.010,-0.997293,-0.073535,-3.067991,0.306797
0.011,-0.997293,-0.073535,-3.067991,0.000000
0.010,-0.997404,-0.072005,-3.069525,-0.153383
0.011,-0.997725,-0.067414,-3.074127,-0.433205
0.010,-0.997827,-0.065883,-3.075661,-0.153383
0.011,-0.998025,-0.062822,-3.078729,-0.288750
0.010,-0.998213,-0.059760,-3.081797,-0.295736
0.010,-0.998391,-0.056697,-3.084865,-0.306796
0.010,-0.998797,-0.049038,-3.092535,-0.766985
0.011,-0.998797,-0.049038,-3.092535,0.000000
0.011,-0.999144,-0.041376,-3.100205,-0.721529
0.011,-0.999432,-0.033711,-3.107875,-0.721868
0.011,-0.999700,-0.024511,-3.117079,-0.866564
0.011,-0.999770,-0.021444,-3.120147,-0.288777
0.011,-0.999831,-0.018377,-3.123215,-0.288723
0.010,-0.999971,-0.007640,-3.133953,-1.073209
0.010,-0.999999,-0.001504,-3.140089,-0.599268
0.010,-0.999999,-0.001504,-3.140089,0.000000
0.010,-0.999942,0.010768,3.130825,-1.226428
0.011,-0.999882,0.015369,3.126223,-0.433328
0.010,-0.999769,0.021504,3.120087,-0.613406
0.011,-0.999698,0.024571,3.117019,-0.288858
0.011,-0.999377,0.035304,3.106281,-1.010226
0.011,-0.999264,0.038370,3.103213,-0.288913
0.010,-0.999009,0.044501,3.097077,-0.613590
0.010,-0.998794,0.049098,3.092475,-0.460102
0.010,-0.998639,0.052162,3.089407,-0.295764
0.010,-0.998639,0.052162,3.089407,0.000000
0.011,-0.998209,0.059820,3.081737,-0.722140
0.011,-0.998209,0.059820,3.081737,0.000000
0.010,-0.998116,0.061351,3.080203,-0.153322
0.011,-0.997823,0.065943,3.075601,-0.433328
0.011,-0.997823,0.065943,3.075601,0.000000
0.010,-0.997923,0.064413,3.077135,0.153383
0.011,-0.997721,0.067474,3.074067,-0.288750
0.010,-0.998021,0.062882,3.078669,0.448882
0.010,-0.997923,0.064413,3.077135,-0.153368
0.010,-0.998116,0.061351,3.080203,0.306796
0.011,-0.998388,0.056757,3.084805,0.433450
0.010,-0.998474,0.055225,3.086339,0.153398
0.010,-0.998557,0.053694,3.087873,0.153337
0.011,-0.998794,0.049098,3.092475,0.433246
0.010,-0.999264,0.038370,3.103213,1.073662
0.011,-0.999264,0.038370,3.103213,0.000000
0.011,-0.999528,0.030705,3.110883,0.722004
0.010,-0.999659,0.026105,3.115485,0.443432
0.011,-0.999769,0.021504,3.120087,0.433124
0.010,-0.999904,0.013835,3.127757,0.766678
0.011,-0.999942,0.010768,3.130825,0.288913
0.010,-0.999995,0.003098,3.138495,0.766832
0.010,-0.999995,-0.003038,-3.138555,0.613413
0.011,-0.999995,-0.003038,-3.138555,0.000000
0.011,-0.999905,-0.013776,-3.127817,1.011844
0.011,-0.999770,-0.021444,-3.120147,0.720964
0.011,-0.999700,-0.024511,-3.117079,0.288994
0.010,-0.999432,-0.033711,-3.107875,0.909465
0.010,-0.999266,-0.038310,-3.103273,0.459964
0.011,-0.999206,-0.039843,-3.101739,0.144402
0.011,-0.998871,-0.047506,-3.094069,0.721868
0.011,-0.998561,-0.053634,-3.087933,0.577497
0.011,-0.998477,-0.055165,-3.086399,0.144375
0.011,-0.998303,-0.058228,-3.083331,0.288886
0.010,-0.998120,-0.061291,-3.080263,0.306705
0.011,-0.997927,-0.064353,-3.077195,0.288669
0.010,-0.997927,-0.064353,-3.077195,0.000000
0.011,-0.997927,-0.064353,-3.077195,0.000000
0.010,-0.997621,-0.068944,-3.072593,0.459964
0.011,-0.997927,-0.064353,-3.077195,-0.433409
0.010,-0.997927,-0.064353,-3.077195,0.000000
0.011,-0.997827,-0.065883,-3.075661,0.144524
0.010,-0.997927,-0.064353,-3.077195,-0.153337
0.010,-0.998025,-0.062822,-3.078729,-0.153399
0.010,-0.998213,-0.059760,-3.081797,-0.306735
0.010,-0.998391,-0.056697,-3.084865,-0.306735
0.010,-0.998561,-0.053634,-3.087933,-0.299577
0.011,-0.998871,-0.047506,-3.094069,-0.577497
0.010,-0.999079,-0.042908,-3.098671,-0.459642
0.011,-0.999206,-0.039843,-3.101739,-0.289022
0.010,-0.999323,-0.036777,-3.104807,-0.306797
0.011,-0.999661,-0.026045,-3.115545,-1.010797
0.011,-0.999802,-0.019910,-3.121681,-0.577388
0.011,-0.999858,-0.016843,-3.124749,-0.288641
0.011,-0.999925,-0.012242,-3.129351,-0.433142
0.011,-0.999999,-0.001504,-3.140089,-1.011368
0.010,-0.999999,0.001564,3.140029,-0.299378
0.010,-0.999981,0.006166,3.135427,-0.459367
0.011,-0.999904,0.013835,3.127757,-0.722821
0.011,-0.999882,0.015369,3.126223,-0.144402
0.011,-0.999698,0.024571,3.117019,-0.866320
0.010,-0.999574,0.029172,3.112417,-0.460056
0.011,-0.999264,0.038370,3.103213,-0.866401
0.010,-0.999141,0.041436,3.100145,-0.306705
0.010,-0.999076,0.042968,3.098611,-0.153352
0.010,-0.999009,0.044501,3.097077,-0.147968
0.010,-0.998717,0.050630,3.090941,-0.613529
0.010,-0.998474,0.055225,3.086339,-0.460194
0.010,-0.998639,0.052162,3.089407,0.306796
0.011,-0.998388,0.056757,3.084805,-0.433164
0.010,-0.998209,0.059820,3.081737,-0.306766
0.011,-0.998300,0.058288,3.083271,0.144429
0.010,-0.998021,0.062882,3.078669,-0.460147
0.010,-0.998209,0.059820,3.081737,0.306765
0.010,-0.998209,0.059820,3.081737,0.000000
0.010,-0.998300,0.058288,3.083271,0.149657
0.011,-0.998209,0.059820,3.081737,-0.144429
0.010,-0.998474,0.055225,3.086339,0.460194
0.011,-0.998717,0.050630,3.090941,0.433409
0.010,-0.998940,0.046033,3.095543,0.459964
0.011,-0.999009,0.044501,3.097077,0.144375
0.010,-0.999141,0.041436,3.100145,0.306735
0.011,-0.999321,0.036837,3.104747,0.432961
0.011,-0.999480,0.032238,3.109349,0.433287
0.011,-0.999618,0.027638,3.113951,0.433287
0.010,-0.999801,0.019970,3.121621,0.739548
0.010,-0.999830,0.018437,3.123155,0.153322
0.010,-0.999942,0.010768,3.130825,0.766908
0.011,-0.999999,0.001564,3.140029,0.866646
0.010,-0.999999,0.001564,3.140029,0.000000
0.011,-0.999971,-0.007640,-3.133953,0.866407
0.010,-0.999905,-0.013776,-3.127817,0.613590
0.010,-0.999802,-0.019910,-3.121681,0.613444
0.011,-0.999770,-0.021444,-3.120147,0.144429
0.010,-0.999661,-0.026045,-3.115545,0.459918
0.011,-0.999432,-0.033711,-3.107875,0.722412
0.010,-0.999379,-0.035244,-3.106341,0.153368
0.010,-0.999079,-0.042908,-3.098671,0.766832
0.011,-0.998721,-0.050570,-3.091001,0.721868
0.011,-0.998721,-0.050570,-3.091001,0.000000
0.010,-0.998561,-0.053634,-3.087933,0.306735
0.010,-0.998213,-0.059760,-3.081797,0.613467
0.011,-0.998303,-0.058228,-3.083331,-0.144484
0.010,-0.998213,-0.059760,-3.081797,0.153337
0.010,-0.998120,-0.061291,-3.080263,0.149686
0.010,-0.997927,-0.064353,-3.077195,0.306521
0.011,-0.998120,-0.061291,-3.080263,-0.288941
0.011,-0.997927,-0.064353,-3.077195,0.288805
0.010,-0.998120,-0.061291,-3.080263,-0.306797
0.011,-0.998213,-0.059760,-3.081797,-0.144362
0.010,-0.998477,-0.055165,-3.086399,-0.460194
0.011,-0.998561,-0.053634,-3.087933,-0.144443
0.010,-0.998721,-0.050570,-3.091001,-0.306643
0.010,-0.998642,-0.052102,-3.089467,0.153368
0.010,-0.999012,-0.044441,-3.097137,-0.739690
0.010,-0.999079,-0.042908,-3.098671,-0.153337
0.010,-0.999379,-0.035244,-3.106341,-0.766832
0.011,-0.999379,-0.035244,-3.106341,0.000000
0.011,-0.999700,-0.024511,-3.117079,-1.010036
0.011,-0.999736,-0.022978,-3.118613,-0.144457
0.010,-0.999802,-0.019910,-3.121681,-0.306735
0.010,-0.999943,-0.010708,-3.130885,-0.920354
0.010,-0.999981,-0.006106,-3.135487,-0.460148
0.011,-1.000000,0.000030,3.141563,-0.577883
0.010,-0.999981,0.006166,3.135427,-0.598216
0.011,-0.999942,0.010768,3.130825,-0.433246
0.011,-0.999882,0.015369,3.126223,-0.433368
0.010,-0.999735,0.023038,3.118553,-0.766678
0.011,-0.999698,0.024571,3.117019,-0.144429
0.010,-0.999528,0.030705,3.110883,-0.613406
0.010,-0.999430,0.033771,3.107815,-0.306735
0.010,-0.999377,0.035304,3.106281,-0.153399
0.011,-0.999204,0.039903,3.101679,-0.433042
0.010,-0.998940,0.046033,3.095543,-0.591127
0.011,-0.998868,0.047566,3.094009,-0.144484
0.011,-0.998794,0.049098,3.092475,-0.144443
0.010,-0.998557,0.053694,3.087873,-0.460102
0.010,-0.998388,0.056757,3.084805,-0.306674
