dt,cos,sin,angle,angular_velocity
0.010,-0.056757,-0.998388,-1.627584,-10.608764
0.010,-0.164943,-0.986303,-1.736496,-10.869751
0.011,-0.287376,-0.957818,-1.862283,-11.813088
0.011,-0.410870,-0.911694,-1.994205,-12.374414
0.011,-0.535023,-0.844838,-2.135331,-13.239659
0.011,-0.655515,-0.755182,-2.285661,-14.100789
0.010,-0.759229,-0.650824,-2.432924,-14.671596
0.011,-0.856954,-0.515392,-2.600127,-15.665092
0.011,-0.932450,-0.361298,-2.771933,-16.078424
0.010,-0.979576,-0.201075,-2.939137,-16.054977
0.010,-0.999379,-0.035244,-3.106341,-16.642590
0.011,-0.990054,0.140688,3.000437,-16.506220
0.011,-0.949999,0.312253,2.824029,-16.527996
0.011,-0.882629,0.470070,2.652223,-16.082964
0.011,-0.789271,0.614045,2.480417,-16.101141
0.010,-0.687294,0.726380,2.328553,-15.117516
0.011,-0.561906,0.827201,2.167485,-15.093872
0.010,-0.446842,0.894613,2.034028,-13.306092
0.011,-0.316565,0.948571,1.892902,-13.244637
0.010,-0.193556,0.981089,1.765582,-12.392795
0.010,-0.082711,0.996574,1.653602,-11.173539
0.010,0.026105,0.999659,1.544689,-10.867601
0.011,0.127006,0.991902,1.443446,-9.510651
0.011,0.223618,0.974677,1.345271,-9.230381
0.011,0.303496,0.952833,1.262436,-7.785099
0.010,0.372769,0.927924,1.188805,-7.352803
0.011,0.435884,0.900003,1.119776,-6.498401
0.010,0.487576,0.873080,1.061485,-5.825263
0.011,0.531130,0.847291,1.010863,-4.762339
0.010,0.563224,0.826304,0.972514,-3.833217
0.010,0.593256,0.805014,0.935698,-3.680366
0.010,0.611621,0.791151,0.912689,-2.298702
0.011,0.630853,0.775903,0.888145,-2.311510
0.011,0.645028,0.764159,0.869737,-1.734199
0.010,0.648537,0.761183,0.865135,-0.460101
0.011,0.650870,0.759190,0.862067,-0.288673
0.011,0.645028,0.764159,0.869737,0.721600
0.010,0.635602,0.772017,0.882009,1.226663
0.010,0.621284,0.783586,0.900417,1.775176
0.011,0.599413,0.800440,0.928028,2.599892
0.010,0.574578,0.818450,0.958708,3.067488
0.011,0.538905,0.842367,1.001660,4.040504
0.011,0.499583,0.866266,1.047679,4.330492
0.010,0.448267,0.893900,1.105970,5.824096
0.011,0.391198,0.920307,1.168864,5.917705
0.011,0.320984,0.947085,1.244028,7.067008
0.010,0.247470,0.968895,1.320728,7.656282
0.011,0.158888,0.987297,1.411232,8.515277
0.010,0.061350,0.998116,1.509407,9.563608
0.011,-0.047506,0.998871,1.618320,10.233221
0.010,-0.157314,0.987549,1.728766,11.012294
0.011,-0.284379,0.958712,1.859155,12.237093
0.011,-0.412214,0.911087,1.995679,12.820362
0.010,-0.532378,0.846507,2.132203,13.608676
0.010,-0.646153,0.763208,2.273329,14.063004
0.011,-0.761183,0.648537,2.435931,15.242101
0.010,-0.852143,0.523309,2.590863,15.429750
0.010,-0.926199,0.377035,2.754999,16.331827
0.010,-0.975696,0.219131,2.920669,16.100080
0.010,-0.998557,0.053694,3.087873,16.627625
0.011,-0.991714,-0.128468,-3.012768,17.094990
0.011,-0.955603,-0.294657,-2.842496,15.945260
0.011,-0.891854,-0.452323,-2.672225,15.952770
0.010,-0.811372,-0.584530,-2.517292,15.422037
0.011,-0.711453,-0.702733,-2.362360,14.531776
0.011,-0.596955,-0.802275,-2.210496,14.239571
0.011,-0.478173,-0.878265,-2.069370,13.244651
0.010,-0.359923,-0.932982,-1.938982,12.672440
0.011,-0.238543,-0.971132,-1.811661,11.958628
0.010,-0.130049,-0.991508,-1.701215,11.018911
0.011,-0.021504,-0.999769,-1.592302,10.236135
0.010,0.073535,-0.997293,-1.497195,9.491607
0.011,0.161857,-0.986814,-1.408224,8.368979
0.010,0.236995,-0.971511,-1.331525,7.656271
0.011,0.310739,-0.950495,-1.254826,7.215051
0.011,0.372713,-0.927947,-1.188865,6.204187
0.011,0.424753,-0.905309,-1.132108,5.337482
0.010,0.465950,-0.884811,-1.086088,4.490316
0.010,0.502187,-0.864759,-1.044671,4.138486
0.011,0.529778,-0.848136,-1.012457,3.033349
0.011,0.552992,-0.833187,-0.984846,2.596218
0.011,0.569496,-0.821994,-0.964904,1.876725
0.011,0.580790,-0.814054,-0.951098,1.299335
0.011,0.584530,-0.811372,-0.946496,0.433490
0.010,0.582038,-0.813162,-0.949564,-0.306766
0.011,0.575784,-0.817602,-0.957234,-0.721867
0.010,0.559366,-0.828921,-0.977176,-1.944627
0.010,0.542726,-0.839910,-0.997117,-1.993253
0.011,0.518019,-0.855369,-1.026263,-2.745061
0.010,0.491537,-0.870857,-1.056943,-3.066541
0.010,0.450954,-0.892547,-1.102962,-4.599872
0.010,0.405214,-0.914222,-1.153584,-5.057955
0.011,0.352701,-0.935736,-1.210341,-5.343513
0.011,0.287319,-0.957835,-1.279370,-6.491710
0.010,0.216078,-0.976376,-1.353001,-7.356451
0.011,0.134551,-0.990907,-1.435836,-7.787320
0.010,0.044441,-0.999012,-1.526341,-8.818555
0.011,-0.059819,-0.998209,-1.630651,-9.795989
0.010,-0.163429,-0.986555,-1.734962,-10.412169
0.011,-0.281494,-0.959563,-1.856147,-11.386274
0.011,-0.403866,-0.914818,-1.986535,-12.231348
0.011,-0.523309,-0.852143,-2.121526,-12.673592
0.011,-0.643854,-0.765148,-2.270322,-13.955339
0.010,-0.746100,-0.665834,-2.412982,-14.217673
0.010,-0.839077,-0.544013,-2.566380,-15.276659
0.011,-0.914222,-0.405214,-2.724380,-14.815764
0.010,-0.968530,-0.248899,-2.890050,-15.886053
0.010,-0.996446,-0.084239,-3.057254,-16.642591
0.010,-0.996939,0.078183,3.063329,-16.187048
0.010,-0.971132,0.238543,2.900728,-16.188639
0.011,-0.916053,0.401058,2.728922,-16.098108
0.010,-0.838208,0.545350,2.564786,-16.335089
0.010,-0.748099,0.663587,2.415990,-14.823282
0.011,-0.633183,0.774002,2.256456,-14.952757
0.011,-0.516706,0.856163,2.113796,-13.382602
0.011,-0.385489,0.922713,1.966534,-13.536005
0.010,-0.272593,0.962129,1.846883,-11.888952
0.011,-0.149735,0.988726,1.721096,-11.820911
0.010,-0.041376,0.999144,1.612184,-10.867555
0.011,0.059820,0.998209,1.510941,-9.514276
0.011,0.154343,0.988017,1.415834,-8.932677
0.011,0.237052,0.971497,1.331466,-7.933407
0.010,0.307878,0.951426,1.257834,-7.352064
0.010,0.368495,0.929630,1.193407,-6.438280
0.011,0.424807,0.905284,1.132048,-5.771878
0.010,0.471423,0.881907,1.079893,-5.030092
0.010,0.504889,0.863184,1.041543,-3.832108
0.011,0.536318,0.844016,1.004728,-3.465153
0.010,0.558143,0.829745,0.978650,-2.607481
0.010,0.574578,0.818450,0.958708,-1.993849
0.011,0.582086,0.813127,0.949504,-0.865916
0.011,0.588306,0.808639,0.941834,-0.722343
0.010,0.587065,0.809540,0.943368,0.153355
0.011,0.580838,0.814019,0.951038,0.722070
0.010,0.565756,0.824572,0.969446,1.840680
0.010,0.546635,0.837371,0.992456,2.245975
0.010,0.520692,0.853745,1.023135,3.066217
0.010,0.491589,0.870827,1.056883,3.374125
0.011,0.446896,0.894586,1.107504,4.761898
0.010,0.402462,0.915437,1.156592,4.906780
0.010,0.347009,0.937862,1.216417,5.978927
0.010,0.285906,0.958258,1.280844,6.436994
0.011,0.204138,0.978942,1.365213,7.934155
0.011,0.116348,0.993208,1.454184,8.365071
0.010,0.027638,0.999618,1.543155,8.885333
0.010,-0.075065,0.997179,1.645932,10.008405
0.010,-0.189039,0.981970,1.760980,11.479479
0.011,-0.303439,0.952851,1.879096,11.095181
0.010,-0.421973,0.906608,2.006417,12.687544
0.011,-0.547869,0.836564,2.150611,13.525504
0.010,-0.658939,0.752197,2.290203,13.912536
0.011,-0.770064,0.637967,2.449737,14.962619
0.010,-0.857713,0.514129,2.601601,15.128098
0.010,-0.929630,0.368495,2.764203,16.187017
0.010,-0.976363,0.216136,2.923737,15.499864
0.010,-0.998388,0.056757,3.084805,16.037245
0.011,-0.993036,-0.117812,-3.023506,16.364180
0.011,-0.959147,-0.282908,-2.854768,15.808932
0.010,-0.901362,-0.433067,-2.693700,16.032434
0.010,-0.825473,-0.564442,-2.541836,15.125098
0.011,-0.729535,-0.683944,-2.388438,14.402598
0.010,-0.624883,-0.780719,-2.245778,14.210565
0.010,-0.516758,-0.856132,-2.113856,13.152676
0.011,-0.401057,-0.916053,-1.983467,12.240570
0.010,-0.284436,-0.958695,-1.859215,12.091021
0.010,-0.177034,-0.984205,-1.748768,11.020026
0.011,-0.070534,-0.997509,-1.641389,10.089660
0.011,0.022978,-0.999736,-1.547817,8.794838
0.010,0.110193,-0.993910,-1.460380,8.731681
0.010,0.189039,-0.981970,-1.380613,7.962669
0.011,0.257802,-0.966198,-1.310050,6.641971
0.011,0.319474,-0.947595,-1.245622,6.051576
0.011,0.368439,-0.929652,-1.193467,4.912978
0.010,0.413611,-0.910454,-1.144380,4.905789
0.010,0.449585,-0.893238,-1.104496,3.887385
0.011,0.476773,-0.879026,-1.073816,2.888134
0.011,0.498202,-0.867061,-1.049273,2.311053
0.011,0.514077,-0.857744,-1.030865,1.732567
0.011,0.520641,-0.853776,-1.023195,0.722073
0.010,0.525870,-0.850565,-1.017059,0.613344
0.011,0.521950,-0.852976,-1.021661,-0.433161
0.010,0.506161,-0.862439,-1.040069,-1.838296
0.011,0.492872,-0.870102,-1.055409,-1.444758
0.010,0.465950,-0.884811,-1.086088,-2.993840
0.011,0.437210,-0.899359,-1.118302,-3.031352
0.010,0.398190,-0.917303,-1.161253,-4.293814
0.011,0.354136,-0.935194,-1.208807,-4.476460
0.011,0.296122,-0.955150,-1.270166,-5.769738
0.010,0.234013,-0.972233,-1.334593,-6.438257
0.011,0.158829,-0.987306,-1.411292,-7.215053
0.011,0.073535,-0.997293,-1.497195,-8.069724
0.011,-0.016903,-0.999857,-1.587700,-8.505682
0.011,-0.120918,-0.992663,-1.692011,-9.806149
0.010,-0.226607,-0.973986,-1.799389,-10.331859
0.010,-0.339805,-0.940496,-1.917506,-11.778316
0.011,-0.455110,-0.890435,-2.043292,-11.813088
0.010,-0.567021,-0.823703,-2.173681,-13.001935
0.010,-0.669305,-0.742988,-2.304069,-12.998010
0.011,-0.778835,-0.627229,-2.463603,-14.956982
0.010,-0.863215,-0.504837,-2.612399,-14.812935
0.011,-0.933004,-0.359867,-2.773467,-15.102407
0.011,-0.980188,-0.198069,-2.942205,-15.811910
0.010,-0.999266,-0.038310,-3.103273,-16.029228
0.010,-0.992476,0.122440,3.018844,-15.843931
0.010,-0.959994,0.280022,2.857776,-16.026073
0.011,-0.900003,0.435884,2.690572,-15.668037
0.010,-0.821085,0.570806,2.534106,-15.579717
0.011,-0.723168,0.690673,2.379174,-14.534517
0.010,-0.616416,0.787420,2.234980,-14.368057
0.010,-0.506161,0.862439,2.101524,-13.304712
0.011,-0.381238,0.924477,1.961932,-13.102849
0.010,-0.272593,0.962129,1.846883,-11.473742
0.010,-0.155799,0.987789,1.727232,-11.630668
0.011,-0.049038,0.998797,1.619854,-10.099157
0.011,0.049098,0.998794,1.521679,-9.228642
0.011,0.140688,0.990054,1.429640,-8.651864
0.010,0.216136,0.976363,1.352941,-7.659343
0.011,0.284436,0.958695,1.282378,-6.632578
0.011,0.344130,0.938922,1.219485,-5.921048
0.010,0.395429,0.918497,1.164262,-5.513431
0.011,0.437264,0.899333,1.118242,-4.333802
0.010,0.474127,0.880457,1.076825,-4.139748
0.010,0.496923,0.867795,1.050747,-2.544378
0.011,0.515444,0.856923,1.029271,-2.021477
0.010,0.528528,0.848916,1.013931,-1.533160
0.011,0.536318,0.844016,1.004728,-0.866520
0.011,0.536318,0.844016,1.004728,0.000000
0.010,0.529829,0.848104,1.012397,0.766479
0.011,0.516758,0.856132,1.027737,1.444375
0.010,0.494258,0.869315,1.053815,2.604095
0.011,0.464645,0.885497,1.087562,3.180735
0.010,0.435884,0.900003,1.119776,3.218884
0.010,0.389786,0.920906,1.170398,4.939465
0.010,0.348447,0.937329,1.214883,4.446153
0.010,0.290313,0.956932,1.276242,6.129639
0.011,0.214638,0.976694,1.354475,7.354883
0.011,0.139169,0.990269,1.431174,7.212358
0.011,0.046033,0.998940,1.524747,8.798957
0.011,-0.053634,0.998561,1.624456,9.370602
0.010,-0.155799,0.987789,1.727232,10.254441
0.011,-0.265205,0.964192,1.839213,10.520336
0.010,-0.385489,0.922713,1.966534,12.237529
0.011,-0.504837,0.863215,2.099990,12.526858
0.011,-0.624836,0.780756,2.245718,13.664518
0.010,-0.729494,0.683987,2.388378,14.207730
0.010,-0.819330,0.573322,2.531038,14.216251
0.011,-0.903976,0.427582,2.699776,15.819354
0.011,-0.963768,0.266742,2.871582,16.092049
0.011,-0.994237,0.107203,3.034184,15.240668
0.010,-0.998721,-0.050570,-3.091001,15.732799
0.010,-0.976707,-0.214580,-2.925331,16.491312
0.010,-0.930778,-0.365585,-2.767331,15.355072
0.010,-0.867061,-0.498202,-2.620069,14.665731
0.011,-0.778835,-0.627229,-2.463603,14.663439
0.011,-0.674984,-0.737833,-2.311739,14.240889
0.011,-0.563224,-0.826304,-2.169079,13.392683
0.010,-0.457840,-0.889035,-2.046360,12.228848
0.011,-0.342689,-0.939449,-1.920574,11.818654
0.010,-0.237053,-0.971497,-1.810127,11.018912
0.010,-0.134610,-0.990899,-1.705817,10.410087
0.010,-0.044501,-0.999009,-1.615312,9.032706
0.010,0.045973,-0.998943,-1.524807,8.721546
0.010,0.122381,-0.992483,-1.448108,7.660087
0.010,0.193556,-0.981089,-1.376011,7.203474
0.011,0.257802,-0.966198,-1.310050,6.198352
0.011,0.312196,-0.950018,-1.253292,5.341514
0.010,0.352701,-0.935736,-1.210341,4.293827
0.011,0.393965,-0.919126,-1.165855,4.187454
0.011,0.426141,-0.904657,-1.130574,3.319916
0.011,0.442720,-0.896660,-1.112166,1.732730
0.010,0.460512,-0.887653,-1.092224,1.945413
0.010,0.464592,-0.885525,-1.087622,0.460103
0.011,0.470017,-0.882657,-1.081486,0.577549
0.010,0.460512,-0.887653,-1.092224,-1.073768
0.011,0.449585,-0.893238,-1.104496,-1.155625
0.010,0.431684,-0.902025,-1.124438,-1.993848
0.010,0.408017,-0.912974,-1.150516,-2.607208
0.011,0.374136,-0.927374,-1.187331,-3.465184
0.010,0.332525,-0.943094,-1.231817,-4.446193
0.010,0.285849,-0.958275,-1.280904,-4.904807
0.010,0.229536,-0.973300,-1.339195,-5.613621
0.011,0.158829,-0.987306,-1.411292,-6.784839
0.010,0.091879,-0.995770,-1.478787,-6.743050
0.011,0.004572,-0.999990,-1.566224,-8.221970
0.010,-0.093466,-0.995622,-1.664399,-9.798767
0.011,-0.190604,-0.981667,-1.762574,-9.225146
0.011,-0.299108,-0.954219,-1.874554,-10.518323
0.011,-0.413666,-0.910429,-1.997273,-11.518849
0.011,-0.529829,-0.848104,-2.129195,-12.391891
0.010,-0.634416,-0.772991,-2.258050,-12.839548
0.010,-0.737873,-0.674940,-2.400710,-13.874962
0.011,-0.832337,-0.554269,-2.554108,-14.383616
0.010,-0.903345,-0.428914,-2.698302,-14.353730
0.011,-0.961289,-0.275543,-2.862438,-15.396205
0.010,-0.992854,-0.119335,-3.021972,-15.881048
0.010,-0.999377,0.035304,3.106281,-15.429755
0.011,-0.979871,0.199631,2.940611,-15.531466
0.010,-0.935173,0.354192,2.779543,-16.037245
0.010,-0.869315,0.494258,2.624611,-15.428207
0.010,-0.787383,0.616464,2.477349,-14.664239
0.010,-0.691738,0.722149,2.334689,-14.050473
0.010,-0.584529,0.811373,2.195096,-13.907021
0.011,-0.464592,0.885525,2.053970,-13.253386
0.010,-0.358436,0.933555,1.937388,-11.631836
0.010,-0.245926,0.969289,1.819271,-11.784193
0.010,-0.145183,0.989405,1.716494,-10.253465
0.011,-0.042908,0.999079,1.613718,-9.657883
0.011,0.049098,0.998794,1.521679,-8.652721
0.010,0.131570,0.991307,1.438844,-8.272347
0.010,0.207141,0.978311,1.362145,-7.476248
0.010,0.265263,0.964176,1.302320,-5.974742
0.011,0.323888,0.946096,1.240960,-5.776275
0.010,0.365641,0.930756,1.196475,-4.446645
0.011,0.402462,0.915437,1.156592,-3.753066
0.011,0.430353,0.902660,1.125912,-2.886504
0.010,0.453744,0.891132,1.099834,-2.606698
0.011,0.470070,0.882629,1.081427,-1.733218
0.011,0.475477,0.879728,1.075291,-0.577771
0.010,0.475477,0.879728,1.075291,0.000000
0.010,0.472775,0.881183,1.078359,0.299285
0.011,0.457840,0.889035,1.095232,1.589246
0.010,0.437264,0.899333,1.118242,2.298477
0.011,0.410870,0.911694,1.147388,2.746099
0.010,0.375614,0.926776,1.185737,3.833209
0.010,0.335473,0.942050,1.228689,4.292979
0.011,0.280021,0.959994,1.286980,5.483661
0.011,0.217634,0.976031,1.351407,6.057235
0.010,0.148277,0.988946,1.421970,7.049067
0.011,0.065943,0.997823,1.504805,7.794678
0.010,-0.024511,0.999700,1.595310,8.708078
0.010,-0.114765,0.993393,1.685815,9.036307
0.011,-0.231029,0.972947,1.803932,11.101498
0.010,-0.336862,0.941554,1.914378,11.020000
0.010,-0.445469,0.895297,2.032494,11.772408
0.011,-0.559366,0.828921,2.164417,12.377947
0.011,-0.673807,0.738907,2.310145,13.683834
0.011,-0.776870,0.629662,2.460475,14.095476
0.010,-0.862409,0.506213,2.610805,14.974955
0.010,-0.929063,0.369920,2.762669,14.750486
0.011,-0.978311,0.207141,2.932941,15.963286
0.010,-0.998639,0.052162,3.089407,15.575048
0.010,-0.994568,-0.104092,-3.037312,15.582842
0.011,-0.965402,-0.260765,-2.877778,14.951372
0.010,-0.912974,-0.408017,-2.721312,15.568827
0.011,-0.839077,-0.544013,-2.566380,14.544105
0.010,-0.756226,-0.654311,-2.428322,13.755126
0.011,-0.652033,-0.758190,-2.281060,13.802126
0.011,-0.545350,-0.838208,-2.147603,12.541062
0.010,-0.437264,-0.899333,-2.023351,11.937279
0.011,-0.319530,-0.947576,-1.896030,11.953009
0.010,-0.220627,-0.975358,-1.793253,10.259594
0.011,-0.117872,-0.993029,-1.688943,9.804291
0.010,-0.030705,-0.999529,-1.601506,8.728191
0.011,0.050570,-0.998721,-1.520205,7.647028
0.011,0.125425,-0.992103,-1.445040,7.067030
0.011,0.192051,-0.981385,-1.377545,6.345879
0.011,0.250384,-0.968147,-1.317719,5.623543
0.011,0.300515,-0.953777,-1.265564,4.910676
0.010,0.339749,-0.940516,-1.224147,4.040364
0.011,0.368439,-0.929652,-1.193467,2.886492
0.011,0.391143,-0.920330,-1.168923,2.309987
0.010,0.405214,-0.914222,-1.153584,1.533453
0.011,0.415007,-0.909818,-1.142846,1.010890
0.010,0.415007,-0.909818,-1.142846,0.000000
0.011,0.408017,-0.912974,-1.150516,-0.722547
0.010,0.399597,-0.916691,-1.159719,-0.920183
0.010,0.378400,-0.925642,-1.182729,-2.300771
0.010,0.351265,-0.936276,-1.211875,-2.809089
0.010,0.316565,-0.948571,-1.248690,-3.679616
0.011,0.268162,-0.963374,-1.299312,-4.763679
0.011,0.219072,-0.975709,-1.349933,-4.760539
0.011,0.155799,-0.987789,-1.414360,-6.062389
0.010,0.087296,-0.996182,-1.483389,-6.895371
0.010,0.010708,-0.999943,-1.560088,-7.660087
0.011,-0.076654,-0.997058,-1.647525,-8.221971
0.010,-0.164943,-0.986303,-1.736496,-8.884468
0.011,-0.269697,-0.962945,-1.843875,-10.083015
0.010,-0.378455,-0.925619,-1.958923,-11.211535
0.011,-0.488915,-0.872331,-2.081642,-11.517763
0.011,-0.599413,-0.800440,-2.213564,-12.370914
0.011,-0.706043,-0.708169,-2.354691,-13.245914
0.010,-0.794925,-0.606707,-2.489681,-13.454027
0.011,-0.879026,-0.476773,-2.644613,-14.531778
0.011,-0.942070,-0.335417,-2.799545,-14.518104
0.010,-0.982545,-0.186026,-2.954477,-15.426690
0.011,-0.999802,-0.019910,-3.121681,-15.678370
0.010,-0.990899,0.134610,3.006572,-15.431276
0.010,-0.959130,0.282965,2.854708,-15.128098
0.010,-0.904631,0.426195,2.701310,-15.278234
0.011,-0.826304,0.563224,2.543310,-14.807400
0.011,-0.733677,0.679498,2.394514,-13.960601
0.010,-0.634370,0.773030,2.257990,-13.604604
0.011,-0.519330,0.854574,2.116863,-13.239659
0.010,-0.415007,0.909818,1.998747,-11.783004
0.011,-0.294657,0.955603,1.869892,-12.096251
0.011,-0.189039,0.981970,1.760980,-10.229368
0.010,-0.090352,0.995910,1.661271,-9.593623
0.011,0.001564,0.999999,1.569232,-8.651093
0.011,0.085827,0.996310,1.484864,-7.934901
0.010,0.157373,0.987539,1.412766,-7.203487
0.010,0.222123,0.975019,1.346805,-6.591354
0.010,0.272650,0.962113,1.294650,-5.213138
0.011,0.323888,0.946096,1.240960,-5.051175
0.011,0.358492,0.933533,1.204145,-3.464873
0.010,0.385544,0.922689,1.174999,-2.912409
0.011,0.412268,0.911062,1.145854,-2.744759
0.010,0.422027,0.906583,1.135116,-1.047172
0.010,0.428968,0.903320,1.127446,-0.766983
0.010,0.428968,0.903320,1.127446,0.000000
0.011,0.419244,0.907874,1.138184,1.010795
0.011,0.405269,0.914198,1.153524,1.443149
0.010,0.381294,0.924454,1.179601,2.607432
0.011,0.351321,0.936255,1.211815,3.031924
0.011,0.315166,0.949036,1.250164,3.609510
0.011,0.260823,0.965387,1.306922,5.341021
0.010,0.205640,0.978628,1.363679,5.669816
0.011,0.142206,0.989837,1.428106,6.058419
0.011,0.065943,0.997823,1.504805,7.210322
0.011,-0.026045,0.999661,1.596844,8.657569
0.011,-0.119335,0.992854,1.690417,8.793160
0.011,-0.220569,0.975371,1.793194,9.652474
0.011,-0.333971,0.942583,1.911310,11.088918
0.011,-0.449584,0.893238,2.037096,11.820857
0.010,-0.552992,0.833187,2.156747,11.929397
0.011,-0.662393,0.749156,2.294805,12.951256
0.010,-0.767120,0.641504,2.445135,14.426785
0.011,-0.854542,0.519382,2.595465,14.112748
0.010,-0.922097,0.386959,2.744262,14.806993
0.011,-0.972577,0.232580,2.906863,15.249281
0.011,-0.997509,0.070535,3.070999,15.384609
0.010,-0.996699,-0.081182,-3.060322,15.119057
0.011,-0.970410,-0.241463,-2.897720,15.246409
0.010,-0.921526,-0.388317,-2.742788,15.425122
0.011,-0.852976,-0.521950,-2.592458,14.096808
0.011,-0.768141,-0.640280,-2.446729,13.654241
0.010,-0.673851,-0.738867,-2.310205,13.450015
0.011,-0.563224,-0.826304,-2.169079,13.247142
0.010,-0.464645,-0.885497,-2.054030,11.477204
0.011,-0.358491,-0.933533,-1.937448,10.954854
0.010,-0.257860,-0.966182,-1.831603,10.561551
0.010,-0.164943,-0.986303,-1.736496,9.494443
0.010,-0.078183,-0.996939,-1.649059,8.729936
0.011,0.007640,-0.999971,-1.563156,8.074282
0.011,0.082710,-0.996574,-1.487991,7.072356
0.010,0.146701,-0.989181,-1.423564,6.282464
0.010,0.201075,-0.979576,-1.368341,5.519516
0.010,0.244439,-0.969665,-1.323855,4.445301
0.010,0.282908,-0.959147,-1.283972,3.986894
0.011,0.318020,-0.948084,-1.247156,3.466830
0.010,0.341191,-0.939994,-1.222613,2.452153
0.011,0.358436,-0.933555,-1.204205,1.733217
0.011,0.368439,-0.929652,-1.193467,1.010693
